ID,TITLE,CONTENTS,DATE,TARGET,LINK,REGION,ASK,CONTACT,ORIGIN,CATEGORY
150,아이돌봄서비스,맞벌이를 하거나 갑자기 아이를 돌볼 수 없는 일이 생겼을 때 육아 도우미가 방문하여 아이를 돌봐 줍니다.,ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=164,전국,아이돌봄 상담대표전화,1577-2514,복지로,주거
151,폭력피해여성 주거지원사업,가정폭력과 성폭력의 피해를 입은 여성이 자립할 수 있도록 피해여성과 가족이 공동으로 생활할 수 있는 주거공간을 지원합니다.,ALL,여성,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=165,전국,여성긴급전화,1366,복지로,주거
152,매체활용능력 증진 및 역기능 해소(청소년 인터넷·스마트폰 중독 치료비 지원),인터넷과 스마트폰에 중독된 청소년을 치료하고 중독의 위기에 놓인 청소년이 중독되는 것을 예방합니다.,ALL,청년,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=166,전국,청소년전화,1388,복지로,의료
153,가정폭력·성폭력피해자 무료 법률지원,가정폭력과 성폭력으로 고통 받는 남성과 여성 그리고 아동 청소년의 법률적 문제를 돕습니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=168,전국,대한법률구조공단 콜센터,132,복지로,생활
154,다문화가족 지원사업,다문화가족과 결혼이민자가 사회에 잘 적응하여 안정적으로 생활할 수 있도록 돕습니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=169,전국,여성가족부 대표전화,02-2100-6000,복지로,생활
155,여성경제활동 촉진지원(여성새로일하기지원센터 사업),"혼인, 임신, 출산, 육아 등으로 사회경력이 단절된 여성의 재취업을 지원하여 여성의 경제활동을 돕습니다.",ALL,여성,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=170,전국,여성가족부 대표전화,02-2100-6000,복지로,고용
156,청소년 방과후 아카데미 운영 지원,취약계층 청소년의 방과 후 활동을 지원합니다.,ALL,청년,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=171,전국,청소년방과후아카데미운영지원단,02-330-2831~3,복지로,교육
157,산재근로자 생활안정자금융자,산업근로자에게 생활안정 자금을 지원하여 안정된 생활을 유지하도록 도와 드립니다.,ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=173,전국,근로복지공단 대표번호,1588-0075,복지로,금융
158,임금피크제 지원금,"임금피크제로 고용을 연장한 근로자에게 줄어든 임금의 일부를 지원하고,기업에게는 장려금을 지원하여 고령의 근로자에게 일할 수 있는 기회를 제공합니다.(2018년 12월 31일까지 한시적으로 운영되는 사업)",ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=174,전국,고용노동부 고객상담센터,1350,복지로,금융
159,산재근로자 복지지원(장학금),"산재를 당한 근로자 본인과 배우자, 자녀의 생활안정을 위하여 본인과 자녀의 고등학교 학자금을 지원합니다.",ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=175,전국,근로복지공단 대표번호,1588-0075,복지로,금융
160,직업훈련생계비 대부,"취약계층(비정규직근로자, 전직실업자)이 생계비에 대한 부담 없이장기간 체계적인 훈련을 받고 더 나은 일자리로 취업할 수 있도록 지원합니다.",ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=176,전국,근로복지공단 대표번호,1588-0075,복지로,금융
161,보조공학기기 지원,장애인의 고용을 촉진하기 위하여 장애인이 직장에서 일하는 데 도움이 되는다양한 보조공학기기를 지원합니다.,ALL,장애인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=177,전국,고용노동부 고객상담센터,1350,복지로,금융
162,중증장애인 지원고용(훈련수당),중증장애인 채용을 희망하는 사업체에 중증장애인을 우선 배치하여 담당할 업무에 대하여 훈련하는 방식으로 중증장애인의 취업을 지원합니다.,ALL,장애인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=178,전국,고용노동부 종합상담센터,1544-1350,복지로,고용
163,장애인 고용장려금 지급,의무고용률 이상으로 장애인을 고용하는 사업주에게 고용장려금을 지급하여 장애인 근로자의 취업을 돕고 사업주가 장애인 고용을 늘릴 수 있도록 돕습니다.,ALL,장애인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=179,전국,고용노동부 고객상담센터,1350,복지로,금융
164,요양급여(보조기)-산재보험급여,근로자가 업무상 사유에 의하여 부상을 당하거나 질병이 발생한 경우 재활에 필요한 보조기구 비용을 지원합니다.,ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=180,전국,근로복지공단 대표번호,1588-0075,복지로,금융
165,장애인 표준사업장 설립지원,사업주가 장애인표준사업장을 설립하고 운영할 수 있도록 지원금을 지급하여 장애인의 일자리를 마련합니다.,ALL,장애인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=181,전국,고용노동부 고객상담센터,1350,복지로,금융
166,생활안정자금융자,"저소득층 근로자가 보다 안정적인 생활을 영위할 수 있도록 의료비, 노부모 요양비, 장례비, 혼례비, 자녀학자금, 임금감소생계비, 소액생계비 등을 장기 저리로 융자 받을 수 있게 지원합니다.",ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=182,전국,근로복지공단 대표번호,1588-0075,복지로,금융
167,사회적기업 일자리 창출사업,"사회적 기업에 인건비 등 재정지원을 하여 기업을 육성하고,일자리 창출에 이바지 합니다.",ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=184,전국,고용지원센터,1588-1919,복지로,고용
168,산재근로자 창업점포지원,실업 중인 산업재해 근로자의 자립을 위하여 창업점포를 임대할 수 있도록 지원합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=185,전국,근로복지공단 대표번호,1588-0075,복지로,금융
169,직업능력개발운영(훈련수당),"직업훈련을 희망하는 장애인에게 직업능력개발훈련과 재활프로그램을 실시하고, 경제적 안정을 위해 훈련수당을 지급합니다.",ALL,장애인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=187,전국,고용노동부 고객상담센터,1350,복지로,금융
170,저임금근로자 사회보험료 지원사업(두루누리),소규모 사업에 근무하는 저임금 근로자의 사회보험료를 지원하여 근로자의 경제적 부담을 경감합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=188,전국,근로복지공단 대표번호,1588-0075,복지로,금융
171,장애대학생 도우미 지원,장애대학생이 장애에 구애 받지 않고 자유롭게 공부할 수 있도록 교육활동의 기회를 제공합니다.,ALL,장애인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=189,전국,교육부 특수교육정책과,044-203-6568,복지로,교육
172,초·중·고 학생 교육정보화 지원,"초등학생, 중학생, 고등학생에게 PC와 인터넷 통신비를 지원하여정보 소외 계층의 교육 격차를 해소하고 균등한 교육 기회를 제공합니다.",ALL,청년,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=190,전국,경기도교육청 교육정보화 담당,031-249-0673,복지로,금융
173,국립특수학교 및 국립부설학교 특수학급 지원,"국립특수학교(급)의 특수교육보조원, 종일반 운영 및 특수교육대상자의 방과후학교 경비를 지원하여 장애학생의 학습권을 보장합니다.",ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=191,전국,교육부 특수교육정책과,044-203-6568,복지로,금융
174,일반상환학자금 대출,개인 사정에 따라서 거치기간과 상환기간을 합리적으로 조절하여 상환할 수 있는 학자금 대출제도를 운영합니다.,ALL,청년,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=192,전국,한국장학재단 상담센터,1599-2290,복지로,금융
175,취업후 상환 학자금 대출,대학생이 학업에 전념할 수 있도록 학자금 전액대출을 지원하고 일정 소득이 발생한 후 소득수준에 따라 상환할 수 있도록 합니다.,ALL,청년,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=193,전국,한국장학재단 상담센터,1599-2290,복지로,금융
176,대학생 근로장학금 지원,"경제적 사정에 관계없이 누구나 균등한 고등교육의 기회를 가질 수 있는 여건을 조성하고, 직업체험의 기회를 제공하여 사회 적응력과 취업 능력을 키웁니다.",ALL,청년,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=194,전국,한국장학재단 상담센터,1599-2290,복지로,금융
177,고교학비 지원,형편이 어려운 저소득층 가정의 자녀에게 교육의 기회를 보장하기 위해서 학비를 지원합니다.,ALL,청년,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=195,전국,교육비 원클릭 신청 시스템 상담센터,1544-9654,복지로,금융
178,급식비,저소득층자녀에게 급식비를 지원하여학부모의 부담을 덜어주고 교육복지를 실현합니다.,ALL,아동청소년,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=196,전국,대구시교육청 대표번호,053-231-0000,복지로,금융
179,방과후학교 자유수강권,방과후학교 수업을 통해 저소득층 자녀의 지속적이며 실직적인 교육기회를 확대하고 공교육 활성화 및 저소득층의 교육격차 해소를 도모합니다.,ALL,청년,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=197,전국,교육비 원클릭 신청 시스템 상담센터,1544-9654,복지로,교육
180,"국가장학금(Ⅰ, Ⅱ유형)",고등교육(대학교)의 교육비 부담을 경감시키기 위해등록금의 일부를 국가장학금으로 지원합니다.,2018-08-23~2018-09-06,청년,http://www.kosaf.go.kr/,전국,한국장학재단 상담센터,1599-2290,복지로,금융
181,인문100년장학금,인문학 및 기초학문 분야 우수인재가 학업에 전념할 수 있는 환경을 조성하여 학문 후속세대로 성장할 수 있도록 지원합니다.,ALL,청년,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=199,전국,한국장학재단 상담센터,1599-2290,복지로,금융
182,초등돌봄교실,맞벌이가정 등의 자녀가 방과후에도 안심하고 생활할 수 있도록 학교가 자녀를 돌봅니다.,ALL,청년,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=200,전국,교육부 민원콜센터,02-6222-6060,복지로,교육
183,공공산림가꾸기,"청년 실업자나 장년층 퇴직자 등을 산림사업에 투입하여 일자리를 창출하고, 산물수집을 확대하여 산림자원의 활용을 높입니다.",ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=201,전국,북부지방청 산림경영과,033-738-6281,복지로,고용
184,산림보호지원단,산림보호를 위해 민간인 감시원을 고용해 불법으로 산림이 훼손되는 것을 예방하고 단속하며 동시에 산림보호 분야의 안정적인 일자리를 창출하여 사회서비스 확충에 기여합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=202,전국,북부지방청 산림경영과,033-738-6281,복지로,고용
185,산림서비스 도우미,"숲해설가, 숲길체험지도사 등 산림서비스 도우미를 고용하여 일자리를 창출하고, 국민에게 산림서비스를 제공합니다.",ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=203,전국,북부지방청 산림경영과,033-738-6281,복지로,고용
186,농어가 목돈마련 저축장려금 지급,목돈마련저축에 가입한 농어민이 저축만기시 저축장려금을 지급하여 생활안정과 재산형성을 지원합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=204,전국,금융위원회 고객센터,02-2156-8000,복지로,금융
187,주택담보 노후연금 보증,"소득이 없거나 부족한 노인이, 보유하고 있는 주택을 담보로 매월 일정금액의 대출금을 연금형식으로 받아 안정적인 노후 생활을 할 수 있습니다.",ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=207,전국,한국주택금융공사 대표전화,1688-8114,복지로,금융
188,농촌주택 개량자금 지원,노후·불량 농어촌 주택 개량 및 신규 주택건축 수요에 대응하여 농어촌 주거환경 개선을 통해 주거복지 실현 및 농어촌 활성화를 도모합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=208,전국,시·군·구 건축 관련 과,empty,복지로,금융
189,"취약농가 인력지원(영농도우미, 행복나눔이(가사도우미) 지원)","사고, 질병 농가에는 영농도우미를 지원하여 안정적인 영농활동으로 농가소득을 증대할 수 있도록 돕고, 고령의 취약 농촌 가정에는 행복나눔이를지원하여 기초적인 가사생활을 유지할 수 있도록 돕습니다.",ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=209,전국,농협중앙회 농가소득지원부,02-2080-5566,복지로,생활
190,농어촌 출신 대학생 학자금 융자,농어촌지역 대학생에게 학자금 대출을 지원함으로써 학부모의 교육비 경감을 돕습니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=210,전국,한국장학재단 콜센터,1599-2000,복지로,금융
191,농어업인 건강보험료 지원,의료 이용 접근성이 낮은 농어촌 거주 농어업인에 대해 건강보험료 일부를 지원하여 농어민의 생활안정과 복지증진을 도모합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=211,전국,국민건강보험공단 고객센터,1577-1000,복지로,금융
192,농어업인 연금보험료 지원,"농수산물 수입개방 확대로 인한 농어업인의 경제적 부담을 경감하기 위해 연금 보험료 일부를 지원하여 안정적인 노후생활을 도모하고, 농어업인의 노후소득을 보장합니다.",ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=212,전국,국민연금공단,1355,복지로,금융
193,학교우유급식,"성장기에 있는 기초생활수급자와 차상위계층 등의 학생에게 학교 우유급식을 공급함으로써 체력 증진과 영양 불균형을 해소하고, 우유소비기반을 확대하여 낙농산업의 안정적 발전을 도모합니다.",ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=213,전국,농림축산식품부 학교우유급식 담당,044-201-2341,복지로,생활
194,시청각장애인용 방송수신기 보급사업,시·청각 장애인이 비장애인과 동등한 조건에서 방송매체에 접근할 수 있도록 장애인용 TV를 보급함으로써 방송소외계층의 방송접근권(TV시청권)을 보장합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=216,전국,시청자미디어재단,1688-4596,복지로,생활
195,사회복지시설 신재생에너지 보급,"사회복지시설에 태양광, 태양열 등 신재생 설비를 설치하는 경우 사업비의 일부를 국고로 지원합니다.",ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=218,전국,empty,empty,복지로,생활
196,공공(임대)주택 신재생에너지 지원(구 보금자리주택 신재생 보급),공공(임대)주택에 신재생 에너지 설비 설치를 지원하여 에너지 소외 계층에 대한 에너지 복지를 실현합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=219,전국,한국토지주택공사 주택기술처,055-922-5344,복지로,생활
197,에너지 취약계층 고효율조명기기 무상교체 지원(취약계층 에너지복지사업),에너지 취약계층인 저소득층에 고효율 조명기기(LED)를 무상으로 교체 지원하여 전기요금을 줄이고 전력수요 절감에 기여합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=220,전국,한국에너지공단 에너지복지실,031-260-4337,복지로,생활
198,저소득층 에너지효율 개선(단열/창호/바닥시공 및 고효율 보일러 교체지원),"저소득층 노후주택의 보일러, 창호, 단열, 바닥 공사를 지원하여에너지 효율을 개선하고 난방에너지 공급기반을 마련합니다.",ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=221,전국,한국에너지재단,02-6913-2151~6,복지로,생활
199,개발제한구역 거주민생활비용보조사업,개발제한구역 지정으로 생활의 불편을 겪는 구역 내 저소득 취약계층 세대를 대상으로 생활비용 보조금을 지급합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=222,전국,국토교통부,1599-0001,복지로,금융
200,내집마련 디딤돌 대출,무주택 세대주가 주택구입 자금을 빌릴 수 있도록 지원하여 주거 안정을 돕습니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=223,전국,농협 고객센터,1588-2100,복지로,금융
201,다가구 등 기존주택 매입임대,저소득층의 주거안정을 위해 다가구 주택 등을 매입하여 임대합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=226,전국,한국토지주택공사,1600-1004,복지로,주거
202,기존주택 전세임대주택 지원사업,저소득층의 주거안정을 지원합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=227,전국,LH 콜센터,1600-1004,복지로,주거
203,장기전세주택 공급,서울시민의 주거 안정을 위해 국민임대주택을 공급합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=228,서울,LH 콜센터,1600-1004,복지로,주거
204,영구임대주택 공급,"생계, 의료급여 수급자, 국가유공자, 일본군 위안부 피해자 등 사회보호계층의 주거안정을 위해 영구임대주택을 공급합니다.",ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=229,전국,LH 콜센터,1600-1004,복지로,주거
205,국민임대주택 공급,소득 4분위 이하 저소득계층의 주거안정을 위하여 저렴한 가격으로임대주택을 공급합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=230,전국,LH 공사 본사서울지역본부,"02)3416-3852, 3605",복지로,주거
206,정보통신보조기기보급,장애인과 국가유공자에게 정보통신 보조기기를 지원하여 정보화 생활을 개선하고 정보격차를 해소합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=232,전국,한국정보화진흥원 상담센터,1588-2670,복지로,생활
207,사랑의 그린PC 보급,"장애인, 다문화가정, 북한이탈주민 등 정보소외계층에게 사랑의 그린PC를 무상 보급하여 정보활용능력을 향상시키고 정보격차를 해소합니다.",ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=233,전국,사랑의 그린PC 상담전화,1588-2670,복지로,생활
208,지역공동체 일자리사업,취약계층에게 생산적이고 안정적이며 지속 가능한 지역공동체 일자리를 제공하여 서민생활의 안정을 돕습니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=234,전국,행정안전부,02-2100-3399,복지로,고용
209,표준모자보건수첩 제작·배부,"표준모자보건수첩을 제작하고 배부하여 예방접종, 각종 검진, 검사, 양육 등에 대한 정보를 제공하고, 관리할 수 있도록 지원합니다.",ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=235,전국,보건복지상담센터,129,복지로,생활
210,선천성 대사 이상 검사 및 환아관리 지원,사전 예방적 입장에서 신생아를 건강관리합니다.,ALL,유아,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=236,전국,보건복지상담센터,129,복지로,의료
211,신생아의 난청진단 의료비 지원,저소득층 가구의 신생아에게 사전예방적 건강관리를 지원합니다.,ALL,유아,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=237,전국,보건복지상담센터,129,복지로,의료
212,노인복지 민간단체 지원,노인단체의 활동을 육성하여 노인의 사회참여와 권익의 향상을 돕습니다.,ALL,노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=238,전국,보건복지상담센터,129,복지로,생활
213,치매 치료관리비 지원사업,노후에도 안정적인 삶을 누릴 수 있도록 치매를 조기에 치료하고 지속적으로 관리하여 증상을 호전시키거나 심화를 예방합니다.,ALL,노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=239,전국,보건복지상담센터,129,복지로,의료
214,기타재가급여(장기요양보험 복지용구),"수급자의 일상생활, 신체활동 지원에 필요한 용품을 지원하여보다 안락한 생활을 할 수 있도록 지원합니다.",ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=240,전국,보건복지상담센터,129,복지로,생활
215,여성장애인 교육지원,장애와 여성이라는 이중 제약으로 교육의 기회를 갖지 못한 장애 여성에게 교육서비스를 제공하여 사회참여 기회를 확대합니다.,ALL,여성,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=241,전국,보건복지상담센터,129,복지로,교육
216,독거노인·중증장애인응급안전알림서비스,독거노인과 중증 장애인의 가정에 화재ㆍ가스 감지센서 등을 설치하여응급상황 발생 시 독거노인 및 중증 장애인 분들이 신속하게 대처하거나 소방서에 신고할 수 있는 체계를 구축합니다.,ALL,노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=242,전국,보건복지상담센터,129,복지로,보호안전
217,정신건강복지센터운영(아동청소년정신건강증진사업 포함),일반인은 물론 아동·청소년에게 발생할 수 있는 정신건강(정신질환 등) 문제를 예방하고 조기에 발견하여 상담과 재활을 통해 치료받을 수 있도록 지원합니다.,ALL,청년,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=243,전국,보건복지상담센터,129,복지로,의료
218,중독관리통합지원센터 운영,"중독관리통합지원센터(구, 알콜상담센터)를 설치·운영하여 통합적인 문제 음주자 및 알코올 등 중독자 관리체계를 구축하고 중독자 조기발견·상담·치료·재활 및 사회로의 복귀를 지원합니다.",ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=244,전국,보건복지상담센터,129,복지로,의료
219,어린이 국가예방접종 지원사업,"영유아 예방 접종률을 향상시키고, 양육자의 육아 부담을 덜기 위해 보건소뿐만 아니라, 시장·군수·구청장 등이 예방접종업무를 위탁한 의료기관에서 예방접종을 할 경우에도 비용을 지원합니다.",ALL,유아,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=245,전국,보건복지상담센터,129,복지로,의료
220,고혈압·당뇨병 등록관리사업,"심뇌혈관 질환의 발생 및 재발을 감소시키고, 심뇌혈관질환으로 인한 사망 및 장애를 감소하고자 합니다.",ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=246,전국,보건복지상담센터,129,복지로,의료
221,입원·격리치료명령 결핵환자부양가족생활보호비 지원,"전염성 다제내성결핵 및 치료비순응 결핵환자 중 저소득 환자에게 입원 및 격리치료를 명령할 시에 부양가족 생활보호비를 지원함으로써 입원치료의 순응도를 높여 치료 성공률을 제고하고, 지역사회에 결핵균이 전파되는 것을 방지합니다.",ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=247,전국,보건복지상담센터,129,복지로,금융
222,의료급여(본인부담 보상금),의료급여 수급권자의 의료비를 지원하여 저소득층 국민보건 향상과 사회복지 증진에 기여합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=248,전국,보건복지상담센터,129,복지로,금융
223,의료급여(본인부담 상한금),의료급여 수급권자에게 의료비를 지원하여 저소득층의 국민보건 향상과사회복지 증진에 기여합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=249,전국,보건복지상담센터,129,복지로,금융
224,여성장애인 출산비용 지원,임신과 출산에 대한 비용이 추가로 발생하는 장애인여성에게 출산비용을 지원하여 경제적 부담을 경감하고 모성권 보호에 기여합니다.,ALL,장애인 | 여성,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=250,전국,보건복지상담센터,129,복지로,금융
225,노숙자 등 알코올중독자 사례관리 사업,알코올 사용장애가 있는 노숙인과 음주와 관련한 범죄자의 치료와 재활을 돕습니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=251,전국,보건복지상담센터,129,복지로,의료
226,지역아동센터 지원,방과후 돌봄이 필요한 만 18세 미만의 아동을 보호하고 급식을 제공하는 등 지역사회 자원과 연계하여 교육합니다.,ALL,아동청소년,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=252,전국,보건복지상담센터,129,복지로,보호안전
